label,sentences
1,vehicles travelled slowly in cloudy days.
0,lauren gained weight so she had to get her suit altered.
0,the clouds were getting darker so I brought my umbrella to work.
1,the boy lost hold of the soap because it's fragrant.
1,the button on my shirt fell off so I glued the button back on.
0,the celebrity wore sunglasses to avoid recognition.
0,the leader received praise because he fought poverty.
0,my mailbox was overflowing with letters when I went back after one month.
0,the banana ripened so we ate them.
1,the chef pressed down on the dough and the dough crumbled.
1,my feet were blistered after a day of swimming.
0,her eyeglasses fogged up as she entered the sauna.
1,he found the tv show boring so he recorded it.
0,the boy was afraid to go to bed because he watched a horror movie.
0,the girl wanted to be a doctor so she went to the medical school.
0,thomas wanted to get revenge on his enemy.
1,the woman was mistaken for her sister because they sat close.
0,she made an error in her calculations because she checked it only once.
1,the girl politely declined the hamburger because she liked fast food.
0,miley scrubbed the stain on the floor and she got rid of the stain.
0,the egg splattered after I dropped it.
1,a group of teenagers crashed the party and the host invited them in.
1,the man took a shower because he opened a new bar of soap.
0,the screen of the laptop went black because it's battery died.
1,the book became a unsalable and it was adapted into a movie.
0,camila felt reluctant to switch careers when she made a lot of money currently.
1,the ocean tide was dangerous so the swimmers put on more sunscreen.
1,minaj was deemed mentally ill so she sought a career as psychologist.
0,the aggressive football coach lost his voice after the game.
1,I applied pressure to the cut on my arm and it healed.
1,leo had an infection so she washed her hands.
1,the woman fanned herself with her hand for the air conditioner is new.
0,the administrator cleared her throat because the meeting was commenced.
1,the boy giggled uncontrollably because his brother kicked him.
1,the DJ turned the music on and everyone left the party.
1,I need some cash so I went to the wallet store.
1,the boy played computer games to be muscular.
1,the milk stayed cold because I boiled it in the pot.
0,fiona put the soup on ice cubes and it cooled down.
0,the bully punched him and he got a black eye.
0,the hunter ran out of ammunition and he reloaded the gun.
0,the man drank water with his meal because his meal was spicy.
1,the patient underwent the deadly medical procedure to recover.
1,i feed my doll twice a day.
1,Jane carries her house upstairs.
0,a cat hides under a car to shelter from the rain.
1,she makes phone calls to communicate with a deaf person.
0,Sam was caught cheating on a written examination.
1,he wants to lose weight because he is too thin.
0,people go to see a doctor because they fall ill.
0,"if you want to take a shower, you can choose a hotel."
0,he likes sitting in a car and driving on the desert no purpose.
0,she pours some washing powder to do the laundry.
0,he reads newspapers at breakfast.
0,i take two days off every week.
0,Mary lives in a hotel during a business trip.
1,she keeps a parrot in a fish tank filled with water.
1,she prepares a custom-designed nightgown for the ceremony.
0,people use donkeys to carry heavy loads.
1,he washes his clothes with a magic wand.
0,Jim downloads music from the Internet.
1,their village was destroyed by a dragon yesterday.
1,she writes her letter with a bag.
1,he is so hungry that he eats up the whole iceberg.
0,he is drawing a mountain on a piece of paper.
0,banana trees grow in the jungle.
0,he lit a candle to give light.
0,we have lunch in the restaurant.
1,rings protect people from the sun.
0,Jim wins the Best Actor Award because of his acting skills.
1,the accident happened because Jack drank water before driving.
0,i pick a leaf from a maple tree.
0,i am learning French from my teacher.
1,India is a country in Europe.
1,you can ride from America to Japan.
0,Bob goes to bed because he feels sleepy.
1,Ellen kicks the judge hard in order to win.
0,the shredder cut a piece of paper into pieces.
0,she cleans her teeth with toothpaste.
0,you can see a dinosaur in the museum.
0,people have to hold onto their hats because of the wind.
1,Rebecca wakes up because she takes sleeping pills.
1,people bleed when they feel hot.
0,He poured milk on his cereal.
0,He drinks milk.
1,"Jeff ran 100,000 miles today."
1,I sting a mosquito.
1,A giraffe is a person.
1,A normal closet is larger than a walk-in closet.
0,I like to ride my bike.
1,A GIRL WON THE RACE WITH HORSE.
0,he pour water in to the jug.
1,A dog plays volleyball.
0,Kids find eggs on Easter.
0,Mark drank water.
0,He went to the bank to withdraw cash.
1,An employee can price goods.
1,she wear hat in the hand.
1,My cousin throws the house to my brother.
1,Roses buds  eat caterpillars.
0,Lisa played jazz music for the President of the USA yesterday.
0,the computer broke down and the technician will fix it.
0,I drank water.
0,I usually wear a shoes in my feet.
1,My brother placed the nuclear reactor inside the box.
0,She took the dog for a walk.
1,A dog roared at a cat in the street.
0,He mowed the tall grass.
0,I drive a car.
0,I dress myself.
1,I cook football very well.
0,Boat is a very good mode of water transport.
1,a dog is taken to a pool after getting sick.
0,She rode her bike to the store.
1,A boy shuts down.
0,He planted cucumber seeds in the garden.
0,I play games on my laptop.
1,Stars read me.
0,A boy turns off the light.
0,He read a  book about King Tut.
1,He lost his phone in the mouth of a griffin.
1,Sara had a glass of petrol.
1,he kept a chair inside the fridge.
0,I read a book.
0,I use internet in my mobile.
0,She drove her children to the playground.
1,She parachuted into the grocery store from a plane.
0,The fish swam in the ocean.
1,There was a dead ice creature walking in the snow.
0,I swim in a swimming pool.
1,A person eats mountains.
1,Jane saw a giraffe in her purse.
1,We use book to know the time.
1,I was playing basketball with a rock.
1,Mary took her moth for a walk.
1,I like to listen colours as I commute.
0,I run in the ground.
0,There was a woman riding an elephant in Africa.
0,He ate an apple.
0,Jack ate mango.
1,Baby is taking dictionary.
0,the school was open for fall.
0,The chocolate melted.
1,There are barbecues in the middle of a television program.
0,He was tired and so he went to get into his bed.
1,You never puke after getting drunk.
